content,label,type
"One the new wonders of the world and the great iconic architecture building of the imperial Rome. The Colosseum is a super building to take photos and look how big it is, and at same time trying to guess how it was on ancient times. I could not go inside because all the dates for one week was full booked. Also was much better to chill and appreciate the city of Rome.",0,train
I have always wanted to visit the Colosseum and it was not a let down. I did the underground tour which showed you where the gladiators waited and where the 'special effects' were organised. Our guide was very informative and seeing it first hand was incredible. A 'must see' on a visit to Rome,0,train
"Strolling around the streets absorbing the hustle and bustle. We ate in 3 different places including a family owned “ baguette” small takeaway where they do lovely light baguettes, ours with pork and other things. Finished off with beer from a keg and then a Egg coffee house that was established in 1946. Great fun.",0,train
Venice itself is obviously unique and Piazza San Marco is a fitting highlight of the city. The scale is enormous and the cathedral is breathtaking both inside an out.,0,train
"Nothing like my last visit in 2016. We came with our kid for a couple of days to experience Cuban cuisine, beach and bike riding. What we saw. Prostitution in broad daylight. Weed smoking and selling everywhere, immorality is king. The locals scream at each other when visitors are passing by, it’s a local thing. They also yell in your back if they don’t like something. Drug dealers are doing their thing in front of the city security cameras. They advertise their prostitution like usual business. The place is a dumpster. We won’t be back.",1,train
"It is interesting to know this sea fortress have been under Russia and Sweden. Every travel spot have a story, and it worth to spend sometime to know the history of this historial site. Suitable for history lover :)",1,train
"It is well worth the 1hr drive to go to this part of the Wall.  The views are stunning.  There are far fewer people.  The stairs are steeper - lol!It seemed possible to climb out an observation window from one particular tower.  Looked like you needed help doing this and getting back in.  Then walk/clamber along an ancillary Wall to another observation tower with apparently even better views and no body there at all.  This was said to be quite an unsafe adventure but those that did it said it was worth it (allow half an hour).Getting back down from the Wall has the optional alternative to the cable car of the excitement of a toboggan ride.  Unfortunately, the ""fun police"" on the side every corner are there to stop you doing anything too stupid (like using you camera).  Great end to a fabulous day.  Thoroughly recommend Mutianyu for a better Wall experience.",1,train
"The Old Quarter in Hanoi is the most visited places in Hanoi because this is where you can find practically anything and everything (shops, eateries, attractions, souvenirs, and what have you).  As a first-time tourist, you can truly enjoy Vietnam culture in this old and quaint part of Hanoi.  My favorite experience was drinking my first egg coffee which is very popular in this town. I must say, I am not disappointed at all!",1,train
"As an engineer, I would appreciate all pepole participate at this mericale building and design, very beatful place that make you happy all the time you are looking to it,  actually once you look at it you can't imagine that you need to move away from it, you will like to visit it more and more.",1,train
"Best time to visit,early in the morning,right before opening hour because it can get pretty crowded.You should hire a guide,as the information and history regarding the museum is rich.Take a coat with you,it's high humidity creates low temperature.Watch your step during your ascent to the second floor,it is slippery.",0,train
"If you go in the summer, it's almost ""standing room only"" int he square, but in January there were a tenth of the number of people there. A much better atmosphere.",0,train
"So famous to say something else, I can only suggest to visit the colosseum after a good walking along the main road so to visit also the ruins in the center.",0,train
Absolutely a must! Fantastic piece of history. Christianity and Islam under one roof. Located in the heart of the Sultan quarter. It is a massive chapel with breathtaking mosaic and texts from Koran. Fantastic view on Blue Mosques from windows on the balcony.  The entry fee is 72TL.,1,train
The place requires you to take shuttle to later explore the great wall. Easy to find place to eat and some little souvenirs.,0,train
"I really liked walking on these streets, super recommended , there are plenty of restaurants and cafes",1,train
A must see in the city of Dubai Need to be seen at day and at night  Lights animation at night will reflect on different world events They just paid tribute to Maradona Or could pay tribute to countries and other events,0,train
"If I’m Dubai it’s a must, to see the other buildings in comparison from 2/3rds up. The lift is an experienced and the VR is a must do, Tom cruise style. Get gifts from the shops outside.",1,train
"The colorful St Mark’s basilica is the center piece of a vibrant square. There are several cafes with waiters in tuxedos. Although we didn’t, it looks like a fantastic place to enjoy a cappuccino or glass of wine while admiring this historic square. But beware, the pigeons here are out of control.",0,train
"Beautiful and historic, definitely a must see.  Parts if it are under restoration now, but still a site to behold!",1,train
The lake with the wooden bridges decorated with red flowers provides a relaxing and romantic atmosphere that reflects itself on the soul. Beautiful place with very nice restaurants beside the lake where you can sit and enjoy your time and food. Lovely in the afternoon before the sun set.,1,train
"So imposing and beautiful, the price is 16 euro to visit the coliseum, the Roman forum and palatine Hill in 24 hours",0,train
Khalifa tour What can I say more than every other people know about it very high very nice place i really enjoyed there.,0,train
Book early to save money on the fees and try to book the late afternoon to enjoy darling and the evening light,0,train
"Stayed in central Beijing but wanted to visit a section of the wall which wasn't as touristy as badaling ( closest section to Beijing) . We booked a private driver and visited the Longqingxia gorge in the morning and went to the wall in the afternoon .  It took around 1.45 to get to the this section of the wall . The best part was there wasn't many tourists which meant you could walk the wall leisurely without being rushed and also take photos without getting random people in them .  There are two tickets you can buy . Go up and down in a cable car or go up on a ski lift and come down via the tabogon. We chose the latter option. Both are same price . The price for the ski lift ,entrance to walk the wall and to come back down was about £18! Bargain .  Ski lift up was very scary but safe .  You arrive at the wall at entry point 6. We walked from point 6 to 1 as recommenced by the driver . This section has the best views and is more difficult as it's steep . I think this part isn't as re-made as some other parts of the wall .  The walk took bout hour but OMG , the views were breath taking . Absolutely amazing .  We walked back to point 6 and took the tabogon down which was another experience !! You can slow if you like or faster - there's a hand break .  It's worth visiting this section of the wall for the quite and calm and views .  The best day by far on my travels",1,train
"Bought our voucher via Klook one day before the trip! Though last minute, everything was confirmed quickly. The pickup location was near our airbnb location at swiss hotel. Our tour guide for the day is Michael and he shared alot about the history of Great Wall with us. Funny and really helpful!",0,train
"Grab your glass of wine (or two) and make this happen at night.  The lights, atmosphere and energy can not be outdone.  Take a personal guide if your budget allows and let them take you through the history of the site.  Not only is the location a wonderful night time spot, the people watching is second only to Florence.",0,train
This is a very interesting place to walk around with plenty to see. There are also restaurants and cafes available. We went in mid-April and it was quite cold so I would recommend wrapping up in a few layers and wearing comfortable shoes as a lot of the paths are uneven.,1,train
"It was great at the wall, we took the chairlift up and the toboggan down. Its best if you are there early morning at 8 so you can take great pictures without other ppl on it! Even though it was misty weather it was great and mystical!",0,train
"It's the tourist place to go. The closer you get, the more crowds and higher prices in all the shops and restaurants. We'll worth a visit to say you've been.",1,train
We did a cruise of Lake Luzern. It was a delightful look of the land around the Lake. Houses and other historical sites were awesome.  The lake is beautiful and definitely highlights the city of Luzern.,0,train
"Spectacular views both inside and out, definitely worth the trip, would probably try and book online if you don’t want to queue for tickets ( I waited around 30 mins). You get bothered quite a lot by people selling water and ‘lucky lucky’ men all fun and games though. I’d also recommend eating at one of the restarting across from the colosseum as they have the most amazing views",1,train
Well worth the trip. The Gnome tour was successful in keeping our 7 year old entertained during the walking tour of the place.,0,train
"We went here on a rainy day in March, it costs 100 Turkish Lira to go in (£12.50) and it was worth it. It was a massive mosque but is now a museum, lots of really old mosaics (there’s one that’s from 867 AD, now that’s old. You can also go upstairs & look down, very good",0,train
"Went with tour agency KLook, excellent loop bilingual guide, Flower who managed large group with tact and humor. Bus took us up to restaurant meeting point, quite a steep hike even to cable car station. Short steep ride in closed car with 6 passengers after long queue but rewarded with marvellous view of winding path of mainly restored wall and watch towers. The elderly will have problems with large, steep, uneven steps that take you up and down the paths but young and robust will have no problem doing a few stretches in fine weather. Very crowded even on weekday and morning but rewarded with nice group lunch at Farmhouse restaurant with glass front serving local cuisine. Drop off at Olympic Stadium and Wangfujng but traffic jams hold you up. We had to get off before Wangfujing because of road accident and take the Mrt back.",1,train
"Not worth to go inside the Colosseum, much better view and pictures outside. Of course if time is not limited - no issue.",0,train
Great views from the tips and you will marvel at the constructions here at the top of the high hills  Great place and an inspirational place,0,train
We went on a street food tour of the old town and our guide told us about the history of the streets as well as introducing us to small restaurants that specialised in particular foods. It was a good introduction to the old town.,1,train
"I can not express my feelings about Hague Sophia it’s so beautiful and lovely place to be there, it was a museum but turned into mosque.  Must visit",0,train
I took a 90 minutes boat tour on the lake and then I took a train to the Riggie mountain. It was very beautiful and breath taking. It was a little bit cold and warm clothes are needed.,0,train
"Truly one of the greatest wonders of the world. I was amazed by not only the great view, but also how this was built by human being.",0,train
Purchased tickets on the official website and reservation was lost despite charge on credit card. Service team at the counter managed to issue the tickets after 20m investigation.  Experience at the top was nice but day time visit more advisable.,0,train
"This monument is an architectural site not to miss. It is now a national site, and not a religious site any more.  Unfortunately when we were there (some of the areas were shrouded by drapery and scaffolding b/c the art work (frescoes?) were being restored). Check with your travel agent to learn if this is still the case.  Ditto for the Blue Mosque.",1,train
"Hanoi is a seriously busy city.  There are millions of scooters, mopeds and motorcycles, most of them parked on the pavements or heading the wrong way dow a one-way street.  All this adds to the fun of the place.  Just keep walking and draw in the atmosphere but try to avoid the exhaust fumes!",0,train
"I've visited some beautiful squares but the dramatic setting of this one makes it special. We were lucky enough to be staying for a night nearby and we got up early to wander around the area.  The L shape (or rather, reverse L shape!) of the square and the way it goes right to the water is amazing. The Basilica looks sensational when the light plays over it too. Magical.",0,train
"Overpriced, you don’t go up that high without paying 5 times more... and no strollers.  The no stroller policy is just really limiting in a country that is otherwise very accommodating.  Really wasn’t worth the trip",0,train
"Such a lovely place to enjoy holiday, and watch the water fountain shows 6pm , golden colour water fountains write under the burj khalifa.. it’s fantastic experience... I will try to visit again.",1,train
"It is a happening place buzzing with tourists and a lot going on pretty much all the time (during the day). Quite a few of the major tourist attractions of Venice such as St. Mark’s Basilica, Doge’s Palace, The Clock Tower etc are quite literally located on this square. Other than visiting these places, I don’t feel anything was quite so impressive about the square that would inspire me to hang around. I prefer to walk around in the beautiful narrow streets Venice. Also, there are few other less crowded and equally beautiful (though smaller) public squares in Venice.",0,train
"Best visit in 2019 and fantastic mountains.  Cool weather in August,  lots of designer stores,  watches, handbags and shoes. Loved Jowisa watches.",0,train
"For someone with love of heights, go for it. Could possibly be a must see for them. But for us, average experience.",1,train
Anyone will fall in love with this beach. It’s a very peaceful place to enjoy the time with your family. Must visit if you’re in Miami.,0,train
"No visit to Strasbourg is complete without visiting its most beautiful and historic neighbourhood, La Petite France ! A real must see!",0,train
"Mt. Pilates was shrouded in fog as it apparently often is. Since this means no sweeping views, we decided to cruise the lake instead. We took the regular public ferry which makes stops at one set of towns as it wends its way to the other side of the lake and another set as it returns to downtown Luzern. The whole trip took about 6 hours without disembarking. The ferry boat was well appointed and had a sit down coffee shop. Beautiful as the ride was, it still became boring after a few hours. If I were to do it again, I’d take the train to the other side and catch the ferry back. The prettiest sections are at the other side across from Luzern. Alternatively take the ferry out and the train to return. Train fare is cheap, ferry fare is not. There are numerous discounted transportation passes available for travelling across Switzerland that includes Lake Luzern crossing.  The ferry website also offers deep discounts but these have to be purchased from the website ahead of time and are not available at the ticket counter near the time of departure.  Final tip: bring a jacket as it can get really cold.",1,train
"We bought tickets to the 124th and 125th observation levels for around sunset time, so we got to see the city in daylight at sunset and lit up at night. It was lovely!",0,train
Very beautiful! Especially during the COVID aftermath in September... hardly anyone there. Great shops and terraces around.,0,train
"La Petit France is the western end of the Strasbourg town center. We toured this by canal boat and were able to get a good look at the half- timbered house reflected in the water.  It is a wonderful tourist destination since many of its 16th and 17th century homes have been preserved.  If you take the canal cruise you’ll also get to see the swans, bridges, and beautiful trees.",0,train
Loved the stroll there and the whole Christmas ambiance. One of the most charming places in Strasbourg,0,train
"Surrounded by canals and streams La Petite France is a picture postcard area of old Strasbourg which the whole family can enjoy. On a good day you can stroll cobbled streets with restaurants serving regional Alsatian food, beer, and wine. There are river boat excursions and a park for the kids to play. Free and wonderful.",1,train
If you wanted postcard beauty and and immersion into the ally’s of old Europe this is the place to visit. Spend some time wandering around and just let the pace slow down. There are gems all around and the charm builds and builds.,0,train
This sea fortress built by Sweden and later co-opted by Russia is a great historical stop. Take a short ferry ride and visit the various museums and view points on the island.,0,train
"I’m born here, I’m most appreciated to live next to the water and have every day the pleasure to meet tourists and talk about their hometown and all different cultures. Best place not to get bored, most beautiful people visiting every day. We have 12 months exotic weather, waking up every morning with a Sunshine.",1,train
As a shopping center this was totally over-the-top - however it was used as a disappointing  makeweight for a REAL tour,0,train
"We stayed in the old quarter and the loved the atmosphere and hum of being right in the middle of Hanoi. Great place to walk around, try some food and do some shopping while getting a taste of authentic Vietnam. Defiantly do a street food tour as well!",1,train
And not just a wonderful architectural monument - on the same time it is a full size 890m high display - different magical shows are presented from the tower itself. Wondrous to see - specially in the dark. Visit to the tower itself is a meh.,0,train
"Booked this day tour through Rayna tours. As we rarely venture out these days, went ahead with our booking only after the agent assured us that all precautionary measures were in place and it was safe to take the tour. We opted for a late morning time, as suggested by them to avoid crowding. We parked at Dubai Mall’s Fashion Avenue parking, the closest to reach the entrance for the ‘At the Top’ tour. The place had manageable number of tourists and we were happy to note the extremely high standards of cleanliness, hygiene and safe measures followed. All visitors were maintaining the required social distance and there was no over- crowding. It was safe for us all to relax and enjoy the tour of the place.  After showing our tickets at the counter, we were led down a hallway to the elevators to reach the top floor. The passage gave an insight with pictures on the history and time line prior to the construction of this phenomenal structure. A pleasant hostess gave us a brief introduction prior to the tour and we rode the elevators to the top to enjoy an enchanting and spectacular 360 degree view of Dubai. We stopped at the 124th floor and took our own time to enjoy the view! There are ample opportunities for taking photographs, even professional ones (for an additional cost). A souvenir shop is also enclosed on this level offering loads of memorabilia to remember the visit. From the 124th floor, we climbed to the 125th floor for another splendid view. This place also had a souvenir section and café. Took us a little over an hour to complete and enjoy our visit to ‘At the top – Burj Khalifa’. Enjoyed the pleasant experience!",1,train
South Beach is miles of activity from the quiet Northern side to the Art Deco district. There is always something going on and there is plenty of access. Nice pathway to run or bile all along the stretch of beach as well. Love the iconic Lifeguard huts.,0,train
"A very nice area of Strasbourg to visit with fantastic looking houses (former tanneries), a lot of coffee places.",0,train
We stayed here the whole time and so grateful we made the choice. Amazing to see history play it self out in this time and age.,0,train
The food was amazing we had the duck the snitzel and the goose all were pretty close to being the best we ever had. The Irish coffee they served us was amazing. I have to buy and express machine and try to duplicate it,0,train
"I was in awe when I saw the size. You can see the civilization and technology of the age, I didn't know they had tents for the audience!! It's undoubtedly a significant aspect of Roman history and without a doubt part of human achievement. There are exhibits of animal bones, armors, statues, parts of the wall. Large scale of how it was and some video walls with documentaries about its history. There is a huge waiting line but we had a pass the line ticket and earned almost 10mins. And let's point that it was low season, so I suggest but a pass the line ticket",1,train
"Allocate a full day to Suomenlinna...and then choose what you want to do. (Yes, it's possible to spend a night on the island, and if you really are interested in the kind of history on offer here, consider it).  The island is now considered a city district of Helsinki, with about 850 permanent residents, counting 100 prisoners (it's a low security prison). But it's primarily a tourist attraction.  Although under constant work/maintenance, the island is well presented. It's presented much like the Welsh present castles, mind. If it's not locked, you can go there. If it is locked, it's probably not safe to go there. Make sure your phone is charged - not because you'll need it, but because there are nooks and crannies you can only see with a flashlight.  The island has a number of interesting museums, it has places to eat and drink, and it is large enough that even in the summer it doesn't get hugely crowded.  You can get there by municipal ferry or, in the summer, by a slightly more expensive water bus. The trip is only 15 to 20 minutes, so I honestly don't feel it's worth paying more for the water bus unless you're visiting other islands as well.  If you're interested in 17th-century military history this is a must see. It's also a great place for bird watching.",1,train
"We toured this area with a local guide provided by our cruise company.  She was extremely knowledgeable about this area.  The first thing that you notice is the architecture, of course.  But as the tour went on you get to glimpse what it would be like to live here.  Two different shopkeepers came out of their shops, one with cheese samples, and another with cookie samples, to offer them to passersby.  A very pleasant area to stroll, sample the wares, or have a bite of lunch in an outdoor cafe while you watch the world pass by, slowly.",0,train
TOP OF THE WORLD TOP OF BURJ KHALIFA One should come atleast Once hear I should thank Emaar and Reel Cinemas who gave me lovely experience n unforgettable experience Fabulous view where u can have view of whole dubai Night view and day view is totally opposite and NO WORDS TO EXPRESS,1,train
"We loved south beach and the water was clear and beautiful! There are, however, two times of day to visit for what you’re looking to get out of your trip. We arrived on Thursday night and decided to wake up early Friday and head there. There was hardly anyone there at around 9 am and we had a wonderful relaxing morning at the beach and left around 11. Saturday we woke up even earlier to watch the sunrise and there were also few people there. We left around 11 again and decided to go back later evening. At 5 pm there were a ton of people there and many smoking weed. Not judging if that’s your thing but the smell is just everywhere. So, if you’re looking to relax with few people around definitely go in the am. If you’re looking for the party vibe then go in the evening!",1,train
"Its a UNESCO heritage place. Very nice. However, too cold in winter. Very good place for Summer. Its a must visit when someone in Helsinki",0,train
Very clean and beautiful. I.do recommend to go an a cruise for one day. Different but still beautiful scenery,0,train
Beautiful.. Can't wait to come back. The weather was amazing 83 degrees in February. I'll be back soon,0,train
The first day we were here I felt overwhelmed and lost but the longer we stayed the easier it became to find our way around. The sidewalks aren't for walking but for parking bikes and cooking food.,0,train
I had a blast in Miami South Beach Florida  I bought all Souvenir & a baby shark  to take home !,0,train
"Try to get here early in the morning, then it is not that crowded. We stoped here on a Sunday when we thought that it might be a bit calmer because all shops is closed, but most of the restaurants will open, and at that time a huge amount of bus loads of tourists come here in groups. So if you are here early, then you might be able to get some pictures without masses of people. We came by car, and found a parking garage under ground between the cathedral and this area, very good location. Not cheep of course, but great to have access to a toilet and easy parking. Check the height of your car before driving in to the garages. You don’t want to have a roof box on your car! Be aware that some streets will be closed during some periods in the day, so you don’t get stuck in town.",1,train
This used to be a church but recently Converted to a mosque and i must say one should go with the family to so see the historic architecture and i would recommed family with your children to visit the most so that they can see how the place has been keep.,0,train
Such a great lively place full of history! Enjoying the historical monuments built on the Rhin and its green environment is a must-do!,0,train
"Entrance very crowded.If you want to visit that museum,you need ticket or museum pass.Wonderful church museum,amazing",0,train
"Lots has already been said about this beach. One of the popular spots in the world known for white sand, warm waters, great beach side restaurants, beach walk way etc etc. Efforts taken to keep the place safe, secure and clean are worth appreciation. You can spend hours amidst the serenity of this beach, soaking up some sun or just watch people strolling, working out, dancing and enjoying themselves. Great getaway during chilly winters - just pack your beach wear and a pair of shades and you are all set. Advisable to not drive a car to this place because parking is painful and expensive. Uber/Lyft is the right choice.",1,train
The beaches are so well maintained here and the promenade is gorgeous even though you can’t see the sea from it.  Really great to just walk around.,0,train
"We visited the Suomenlinna Sea Fortress way out of season and that is the reason for my rating which, I am sure, would be far higher if we had seen the island either in summer, when a picnic and a wander would have been great and all the museums, cafes and retail outlets would have been open; or in winter when snow would have added a magical quality.  The fortress is accessible via the ferry from the station near the Old Market and outdoor market. Ticket machines are located right next to the departure point and you can also use the day or multi-day travel tickets available for the Helsinki travel network., buying a single ticket from the machines was 2.8 Euros. As we were visiting in October and during Covid-19 the ferry and the island were both quiet.  The island is actually a series of islands connected via bridges and accommodates a naval training school plus residential accommodation. During high season there are a number of museums open, but these are closed during the Autumn/Winter.  The ferry crossing - less than ten minutes - is interesting for the view it gives back of the city and a number of tiny islands with buildings clinging to the rocks.  Well worth a visit.",1,train
This was by far the best part of the Great Wall to visit as it was practically empty! Zero crowds but very challenging walk. We walked for an hour and a half up and down the various sized stairs (including stops for photos) before reaching the cafe where you can opt to take a chair lift down or ride the toboggan! It’s super fun but make sure to allow time for the people in front to go down so you can ride at maximum speed. This was the highlight of my trip to China and I’d highly recommend using China Discovery for this tour.,1,train
"Amazing place to visit, ensure you do not visit on praying days as it is dammed, worth getting a guide for 150tl",0,train
"Old quarter is the area every tourist must stay, every tourist attraction, food alleys, currency exchange are within walking distance, take the airport shuttle bus from Hanoi Airport, get down at last stop thats hanoi railways station and viola, ola, ala, you are all set to experience the beauty of Hanoi",1,train
This site was preserved as a UNESCO heritage site and one of the wonders of the world. Defintely a must-see.  You will see breathtaking views of the great wall and the mountains.  It is not for the faint of heart if you go further hiking since the steps are man made and have irregular steps but try as much as you can. Everey angle of the place is picturesque and lovely. Very nice to explore and see.,1,train
"It is a great visit to one of manmade wonder. It is over 6000 kilometers of fortification build 600 years ago. Protection was the drive behind building this wall. A lesson will be concluded that no matter how you are protected, you should take care of people.",0,train
"We had a great time on this trip. Just the right amount of time, and full of good exercise, and excellent view. It was great that our tour started early in the morning, as it was not crowded, all the way to tower 20. By around 1pm, the area started to get busy.; fortunately, we were already on our way back to tower 14. We booked lunch with this tour, and it was excellent. Our tour guide, Qiang, and the driver, Chen, were very helpful, funny and knowledgeable.",1,train
Not a good place for the handicapped to get to. There are several good restaurants away from the square.,1,train
Visited this place twice. Once on a foggy day and another time on a clearer day. It was a really quaint and beautiful place with a lot of charm and character. Really enjoyed walking around this part of strasbourg. Not to be missed.,1,train
we had beach chairs set aside for us by El Paseo hotel. it was a convenient little slice of paradise.,0,train
"The history of Byzantium in one place. The church of Agia Sofia is a greate place even that the Turks are not care a lot about that, and the conditions are not good. You can feel the history and the Byzantine emperors before the feel down and the misserable of the years after.",0,train
"Tucked in a corner of Strasbourg is Petite France, which is littered with old buildings  adjoining the river and interspersed with traditional restaurants serving mountains of traditional dishes. Very pretty at any time, but fantastic during the Xmas markets. Take a boat trip, or just stroll through the narrow streets and along the river bank for stunning views. Food from Alsace is hearty, and comes in large portions so be prepared. Local wines are stunning and not silly money.",1,train
One time to do. We visited at night time and lightning was really good. Many have recommended to go during daytime or during sunset time. Have long queues but they are moving and lift is really fast to take you at the top level.,0,train
Beautiful white sand and the best turquoise waters. Not very crowded and plenty of room. We love this beach and have been here many times.,0,train
"Went there with Mubus, the trip there was great. Did not go up the wall with cable car, but we hiked the mountain (it has stairs). Had a great time, views are great and it is not full of tourists.",0,train
For shopping and walking around this area is top notch. Find everything you need at bargain prices coupled with old city experience.,1,train
"This is the main square in Venice so if you’re visiting it’s highly recommended. However, I advise going early as it is very over crowded and will get worse during the afternoon and it can be hard to move.",0,train
"This is a splendid body of water.  Lots of moods -- dappled in the rain, misted with rising fog, crystal clear when calm.  There is a wonderful quality to the lake -- one of those things that's hard to describe.  Of course, it's not just the lake but how the mountains jut down into it like a fjord.  It's the whole experience and it is quite wonderful!",1,train
"Hanoi Old Quarter, in the lead up to the Tet Holiday is incredible.  The sense of anticipation and excitement of the locals can be physically felt not only seen.  The jostling pace of the crowded markets is exhilarating.  The Lunar New Year decorations and market goods are overflowing onto sidewalks and into streets already crowded with parked motor bikes and scooters.  The Cumquat trees and cherry blossoms are everywhere, filling sidewalks and strapped to motorcycles as holiday goers cart them home. We left for home two days before Tet so can't say what it is like during the holiday itself. Great street food is everywhere, fresh, hot and delicious!",1,train
"Fun trip to take from Helsinki - just a 15 minute ferry ride to get there. Interesting history, and pretty to walk around and explore. We only went to the two main islands, but it would be nice to picnic on one of the less crowded ones.",1,train
Beautiful and the best place to be.. Evening is the best time with water fountain and the light show.,0,train
I had been in Suomenlinna when it was beautiful in 2011 and again in 2012. The ferry remains my love still but Suomenlinna has changed beyond recognition with the number of constructions that have cropped up and heavy digging that has completely ruined the sealine!! I felt very sad seeing it in this shape. Hope it looks little better than what it is ( it can enever go back to its innocence and glory ) but it would stop looking ravaged at least...,0,train
"The square is beautiful and worth visiting if you are in Venice for even a short amount of time.  It can get pretty crowded, but the view is stunning, especially St. Mark's Basilica and the Doge's Palace.  There are gondola ranks nearby, just off the canal where you can easily get a gondola ride through the city.  Though by easy, I just mean the gondola rank is near.  During peak times, there may still be a wait, but you don't have to walk far to reach it.  Overall, it is a great experience and I highly recommend stopping by while in the city.",1,train
Disappointed. We had to wait an hour in the heat to go in. Once in all the Christian icons were covered up and area you can see is limited.,0,train
"I went here to see “South Beach” and enjoyed seeing the beautiful Art Deco buildings, the restaurants lining the streets and lovely hotels.",1,train
This is the place to be if you want to be plugged into the global culture -- and counterculture.  It's a major tourist hotspot and the beach is fantastic. Beach restaurants are not cheap!! Be warned.,1,train
İ think all Religions can be pray in this Mosque. Normally without Covid per day 15.000 tourists visit the Mosque,0,train
"unfortunately, so many people is not wearing mask and no social distancing here.. so I can not enjoy to see this mosque",0,train
"We live in Beijing so for our visitors, we like to send them to mutianyu rather than badaling. For people who like to hike there are some wilder parts to consider. Mutianyu is fun because it proposes cable car and toboggan, which, by saving time, give you more time to do more doors. The right side, shorter, is much steeper than the left side.",1,train
Brilliant Brilliant piece of engineering. Magnificent views. Stunning just to stand at the base and look up and up and up.,0,train
Don't get me wrong the Burj Khalifa is stunning to look at and worth checking off your bucket list of places to visit in Dubai but the $130 US dollar price tag is a bit steep to take an elevator ride to the 148th floor. You can literally do this tour in 30 minutes.,0,train
Last minute family vacation. Lots to do and great place to do nothing if you choose  also.   If you want to sit quietly and just listen to the waves you may be out of luck since music seems to piped in from everywhere.,0,train
"This lake is another gorgeous picture perfect Swiss lake. Clear water and immaculate surroundings feels like a fairy tale.  I took a boat trip on the lake that takes you along the stunning houses and villas on the waterfront. The lake is surrounded by mountains and is a nice place to relax, swim and spend the day. Worthwhile visiting.",0,train
The ferry ride over was the most stressful part in that you must purchase tickets at the vending machine but there was no person to help on an August Tuesday. So much history. Wear decent footwear as it’s mostly cobblestone and a lot of walking.,1,train
"We were advised by our hotel staff to consider a visit. It's easy to visit by ferry taking 15 minutes. The ferries are every 40 minutes. The islands are linked by bridges, aesthetically beautiful and full of history. There are local residents so that in addition to being a UNESCO world heritage site it is a real, living place with families and a school. We spent nearly 4 hours walking on the islands. There are restaurants and cafes but we didn't use them.",1,train
"As luck has it, we experienced this place while it was hard hit by flood but narrowly missed coming in vain when it had forced closure. Knee high and thigh high boots were essential to be able to tread through the Piazza. Workers set up raised platforms which really saved everyone. There was no taxi service here the day of the flood but the boat ride was efficient given the circumstances. (Make sure you have euros with you as the boat ticket booth is cash only.)  I would completely recommend visiting here outside the Acqua Alta, so perhaps through October. Check weather forecast frequently if you are planning for after October and make sure you are flexible enough with you plan. On any given day, you can have a really enjoyable time exploring the entire vicinity in a day. Be sure to check out the shops and restaurants in the nearby small streets which offer good locally made merchandise and fine food.",1,train
"Took a look atcthis wonderful tower from the aDubai mall which was well worth it. Kids enjoyed seing ot very much, would definitely do iy again if i ever have the opportunity 9f visiting Dubai",0,train
This was an amazing experience!  It was a small hike to the cable car (I recommend not  pigging out on dumplings right before) and then a short ride to the top of the wall. The views were amazing and the wall seems to go on forever. I highly recommend taking to toboggan back down to the bottom...just don’t expect any belts or safety equipment.,1,train
"This was my favorite place whilst visiting Istanbul. When we visited in March, there was no Covid 19 restrictions in place. The building is an amazing structure with arches built upon arches built upon arches to keep it upright due to the weight of the first dome. It has so much history and is stunningly beautiful. This had restorations going on and there was scaffolding blocking some of the amazing interior. We visited while it was still a museum. The christian aspects of the museum where still in view. I think this has changed now due to it being changed back to a functioning mosque. We wandered around for nearly two hours just amazed at the scale and beauty of the place. It was truly wonderful. A must visit when in Istanbul. As its changed to a mosque, its still accessible but you will need to be mindful of going outside of prayer times.",1,train
"The trendy, but beautiful beach to be seen at. Packed on a hot day. Silver sand, warm waters. Life guards. Beautiful people. Music. Shouldn’t be missed!",0,train
A Church converted into a mosque to a library converted into a place of worship and again converted into a mosque. After all this its till worth witnessing the place which is walking distance to bosphorus,0,train
"Amazing place to visit, best german style village in and out of germany, dont miss it, good for a day trip from paris too.",0,train
Extrairdinary building with great history. Always happy to come back and see this amazing place. Worth visiting.,0,train
"Hostile ""hosts"", restricted access to an architectural wonder... And tonnes of people wandering around without masks. Great work.",1,train
"Visit Cervecería del Barrio n Lincoln Rd. Especially the bar, extremely friendly staff (Jose and Alejandro) ask for them!!",0,train
Brilliant Boutique hotel situated right in the heart of the old Quarter excellent location.near hoan kiem lake. And right next to saint Joseph Cathedral The staff are so friendly and helpful all the time So happy to help Lovely breakfast. The rooms are spotless great value for where it is situated.,1,train
Hagia Sophia is an awesome experience. The architecture and the beauty is enthralling. A must visit when in Istanbul,1,train
"The Colosseum is breathtaking! It’s overwhelming when you’re up close and again if you’re in Rome you need to visit, at least drive by if you can’t walk and look around it. It’s exactly as you would imagine huge, steeped in history and strong and imposing!",0,train
"Hagia Sophia Museum is a must seen. Unless you know a lot of history you can enter by yourself if not I highly recommend you to go with a tourist guide (They are outside the museum). They will make you skip line so you will skip more that one hour in the queue. It will cost around 400 liras, but they are totally worth it .",0,train
"What and experience being up 126 floors and waiting for the sun to rise, seeing Dubai with all its lights on and then transitioning into sunlight.  Worth every minute of the adventure",1,train
